"School_Name","Region","Salary_Type","Salary"
"Gustavus Adolphus College","Midwestern","Mid_Career_75th_Percentile_Salary",101000
"University of North Dakota","Midwestern","Mid_Career_75th_Percentile_Salary",111000
"Kansas State University (KSU)","Midwestern","Mid_Career_75th_Percentile_Salary",106000
"University of Wisconsin (UW) - Platteville","Midwestern","Mid_Career_75th_Percentile_Salary",100000
"Wittenberg University","Midwestern","Mid_Career_75th_Percentile_Salary",131000
"North Dakota State University (NDSU)","Midwestern","Mid_Career_75th_Percentile_Salary",100000
"Grinnell College","Midwestern","Mid_Career_75th_Percentile_Salary",116000
"Wayne State University","Midwestern","Mid_Career_75th_Percentile_Salary",101000
"University of Toledo","Midwestern","Mid_Career_75th_Percentile_Salary",100000
"University of Wisconsin (UW) - Whitewater","Midwestern","Mid_Career_75th_Percentile_Salary",99300
"Minnesota State University - Mankato","Midwestern","Mid_Career_75th_Percentile_Salary",95700
"University of Wisconsin (UW) - Milwaukee","Midwestern","Mid_Career_75th_Percentile_Salary",93700
"Western Michigan University (WMU)","Midwestern","Mid_Career_75th_Percentile_Salary",103000
"South Dakota State University (SDSU)","Midwestern","Mid_Career_75th_Percentile_Salary",99400
"Ohio University","Midwestern","Mid_Career_75th_Percentile_Salary",106000
"Illinois State University","Midwestern","Mid_Career_75th_Percentile_Salary",105000
"Cleveland State University","Midwestern","Mid_Career_75th_Percentile_Salary",97000
"University of Nebraska at Omaha","Midwestern","Mid_Career_75th_Percentile_Salary",97400
"Southern Illinois University Carbondale","Midwestern","Mid_Career_75th_Percentile_Salary",99300
"Eastern Michigan University","Midwestern","Mid_Career_75th_Percentile_Salary",95400
"Bowling Green State University","Midwestern","Mid_Career_75th_Percentile_Salary",101000
"St. Cloud State University","Midwestern","Mid_Career_75th_Percentile_Salary",101000
"University of Wisconsin (UW) - Parkside","Midwestern","Mid_Career_75th_Percentile_Salary",84900
"University of Akron","Midwestern","Mid_Career_75th_Percentile_Salary",95200
"Missouri State University (MSU)","Midwestern","Mid_Career_75th_Percentile_Salary",102000
"University of Wisconsin (UW) - La Crosse","Midwestern","Mid_Career_75th_Percentile_Salary",93100
"University of Wisconsin (UW) - Stout","Midwestern","Mid_Career_75th_Percentile_Salary",91600
"Robert Morris College (RMC)","Midwestern","Mid_Career_75th_Percentile_Salary",95000
"University of Missouri - St. Louis (UMSL)","Midwestern","Mid_Career_75th_Percentile_Salary",97600
"University of Wisconsin (UW) - Oshkosh","Midwestern","Mid_Career_75th_Percentile_Salary",90100
"University of Missouri - Kansas City (UMKC)","Midwestern","Mid_Career_75th_Percentile_Salary",95800
"University of Wisconsin (UW) - Eau Claire","Midwestern","Mid_Career_75th_Percentile_Salary",93100
"Ball State University (BSU)","Midwestern","Mid_Career_75th_Percentile_Salary",89300
"Park University","Midwestern","Mid_Career_75th_Percentile_Salary",86400
"University of Wisconsin (UW) - Stevens Point","Midwestern","Mid_Career_75th_Percentile_Salary",95400
"Kent State University","Midwestern","Mid_Career_75th_Percentile_Salary",87000
"University of Wisconsin (UW) - Green Bay","Midwestern","Mid_Career_75th_Percentile_Salary",81800
"Indiana Wesleyan University (IWU)","Midwestern","Mid_Career_75th_Percentile_Salary",78600
"Pittsburg State University","Midwestern","Mid_Career_75th_Percentile_Salary",84600
"Davenport University","Midwestern","Mid_Career_75th_Percentile_Salary",65600
"Black Hills State University","Midwestern","Mid_Career_75th_Percentile_Salary",60900
"Rice University","Southern","Mid_Career_75th_Percentile_Salary",141000
"Georgetown University","Southern","Mid_Career_75th_Percentile_Salary",174000
"Duke University","Southern","Mid_Career_75th_Percentile_Salary",149000
"Georgia Institute of Technology","Southern","Mid_Career_75th_Percentile_Salary",137000
"Washington and Lee University","Southern","Mid_Career_75th_Percentile_Salary",146000
"Vanderbilt University","Southern","Mid_Career_75th_Percentile_Salary",147000
"Davidson College","Southern","Mid_Career_75th_Percentile_Salary",146000
"University of Virginia (UVA)","Southern","Mid_Career_75th_Percentile_Salary",146000
"George Washington University (GWU)","Southern","Mid_Career_75th_Percentile_Salary",132000
"Texas A&M University","Southern","Mid_Career_75th_Percentile_Salary",131000
"Tulane University","Southern","Mid_Career_75th_Percentile_Salary",134000
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Mid_Career_75th_Percentile_Salary",124000
"University of Maryland, College Park","Southern","Mid_Career_75th_Percentile_Salary",126000
"University of Richmond","Southern","Mid_Career_75th_Percentile_Salary",151000
"University of Texas (UT) - Austin","Southern","Mid_Career_75th_Percentile_Salary",129000
"Emory University","Southern","Mid_Career_75th_Percentile_Salary",128000
"American University, Washington D.C.","Southern","Mid_Career_75th_Percentile_Salary",134000
"University of Tulsa","Southern","Mid_Career_75th_Percentile_Salary",120000
"Baylor University","Southern","Mid_Career_75th_Percentile_Salary",130000
"University of Florida (UF)","Southern","Mid_Career_75th_Percentile_Salary",120000
"Louisiana State University (LSU)","Southern","Mid_Career_75th_Percentile_Salary",120000
"George Mason University","Southern","Mid_Career_75th_Percentile_Salary",114000
"Clemson University","Southern","Mid_Career_75th_Percentile_Salary",111000
"University of Georgia (UGA)","Southern","Mid_Career_75th_Percentile_Salary",118000
"Auburn University","Southern","Mid_Career_75th_Percentile_Salary",109000
"University of Delaware","Southern","Mid_Career_75th_Percentile_Salary",119000
"Randolph-Macon College","Southern","Mid_Career_75th_Percentile_Salary",123000
"North Carolina State University (NCSU)","Southern","Mid_Career_75th_Percentile_Salary",112000
"University of Oklahoma","Southern","Mid_Career_75th_Percentile_Salary",114000
"University of Arkansas","Southern","Mid_Career_75th_Percentile_Salary",113000
"University of Alabama at Huntsville (UAH)","Southern","Mid_Career_75th_Percentile_Salary",106000
"Howard University","Southern","Mid_Career_75th_Percentile_Salary",109000
"University of North Carolina at Chapel Hill (UNCH)","Southern","Mid_Career_75th_Percentile_Salary",117000
"University of Alabama, Tuscaloosa","Southern","Mid_Career_75th_Percentile_Salary",117000
"University of Texas at Arlington (UTA)","Southern","Mid_Career_75th_Percentile_Salary",106000
"Oklahoma State University","Southern","Mid_Career_75th_Percentile_Salary",114000
"Tennessee Technological University","Southern","Mid_Career_75th_Percentile_Salary",99500
"University of Houston (UH)","Southern","Mid_Career_75th_Percentile_Salary",106000
"University of Mississippi","Southern","Mid_Career_75th_Percentile_Salary",108000
"Lamar University","Southern","Mid_Career_75th_Percentile_Salary",114000
"Mississippi State University (MSU)","Southern","Mid_Career_75th_Percentile_Salary",108000
"University of Kentucky (UK)","Southern","Mid_Career_75th_Percentile_Salary",107000
"Texas Christian University (TCU)","Southern","Mid_Career_75th_Percentile_Salary",122000
"West Virginia University (WVU)","Southern","Mid_Career_75th_Percentile_Salary",106000
"University of Maryland Baltimore County (UMBC)","Southern","Mid_Career_75th_Percentile_Salary",105000
"University of Louisiana (UL) at Lafayette","Southern","Mid_Career_75th_Percentile_Salary",107000
"Florida International University (FIU)","Southern","Mid_Career_75th_Percentile_Salary",98200
"University of Tennessee","Southern","Mid_Career_75th_Percentile_Salary",106000
"University of Arkansas - Monticello (UAM)","Southern","Mid_Career_75th_Percentile_Salary",110000
"University of North Carolina at Charlotte (UNCC)","Southern","Mid_Career_75th_Percentile_Salary",99500
"Georgia State University","Southern","Mid_Career_75th_Percentile_Salary",99900
"LeTourneau University","Southern","Mid_Career_75th_Percentile_Salary",95200
"Florida State University (FSU)","Southern","Mid_Career_75th_Percentile_Salary",107000
"University of Texas at El Paso (UTEP)","Southern","Mid_Career_75th_Percentile_Salary",99500
"University of Central Florida (UCF)","Southern","Mid_Career_75th_Percentile_Salary",98400
"University of South Carolina","Southern","Mid_Career_75th_Percentile_Salary",98400
"Florida Atlantic University (FAU)","Southern","Mid_Career_75th_Percentile_Salary",99500
"University of South Florida (USF)","Southern","Mid_Career_75th_Percentile_Salary",98100
"University of Texas at San Antonio (UTSA)","Southern","Mid_Career_75th_Percentile_Salary",92700
"University of Alabama at Birmingham (UAB)","Southern","Mid_Career_75th_Percentile_Salary",91400
"University of Memphis (U of M)","Southern","Mid_Career_75th_Percentile_Salary",93500
"Appalachian State University","Southern","Mid_Career_75th_Percentile_Salary",90800
"Virginia Commonwealth University (VCU)","Southern","Mid_Career_75th_Percentile_Salary",100000
"East Carolina University (ECU)","Southern","Mid_Career_75th_Percentile_Salary",98700
"Western Carolina University","Southern","Mid_Career_75th_Percentile_Salary",94400
"Jacksonville University","Southern","Mid_Career_75th_Percentile_Salary",88500
"University of North Carolina at Wilmington (UNCW)","Southern","Mid_Career_75th_Percentile_Salary",97100
"Oklahoma City University","Southern","Mid_Career_75th_Percentile_Salary",80600
"Arkansas State University (ASU)","Southern","Mid_Career_75th_Percentile_Salary",83900
"Tarleton State University (TSU)","Southern","Mid_Career_75th_Percentile_Salary",80400
"Morehead State University","Southern","Mid_Career_75th_Percentile_Salary",72000
"Mississippi College","Southern","Mid_Career_75th_Percentile_Salary",80400
"Dallas Baptist University","Southern","Mid_Career_75th_Percentile_Salary",81800
"Austin Peay State University","Southern","Mid_Career_75th_Percentile_Salary",73900
"Saint Leo University","Southern","Mid_Career_75th_Percentile_Salary",80600
"Tusculum College","Southern","Mid_Career_75th_Percentile_Salary",87300
"Virginia Wesleyan College (VWC)","Southern","Mid_Career_75th_Percentile_Salary",88900
"Lee University (Cleveland, TN)","Southern","Mid_Career_75th_Percentile_Salary",76800
"Florida Metropolitan University (FMU)","Southern","Mid_Career_75th_Percentile_Salary",70400
"Dartmouth College","Northeastern","Mid_Career_75th_Percentile_Salary",234000
"Princeton University","Northeastern","Mid_Career_75th_Percentile_Salary",190000
"Massachusetts Institute of Technology (MIT)","Northeastern","Mid_Career_75th_Percentile_Salary",168000
"Yale University","Northeastern","Mid_Career_75th_Percentile_Salary",198000
"Harvard University","Northeastern","Mid_Career_75th_Percentile_Salary",179000
"University of Pennsylvania","Northeastern","Mid_Career_75th_Percentile_Salary",192000
"Polytechnic University of New York, Brooklyn","Northeastern","Mid_Career_75th_Percentile_Salary",143000
"Cooper Union","Northeastern","Mid_Career_75th_Percentile_Salary",142000
"Worcester Polytechnic Institute (WPI)","Northeastern","Mid_Career_75th_Percentile_Salary",137000
"Carnegie Mellon University (CMU)","Northeastern","Mid_Career_75th_Percentile_Salary",150000
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Mid_Career_75th_Percentile_Salary",140000
"Cornell University","Northeastern","Mid_Career_75th_Percentile_Salary",160000
"Bucknell University","Northeastern","Mid_Career_75th_Percentile_Salary",156000
"Brown University","Northeastern","Mid_Career_75th_Percentile_Salary",159000
"Colgate University","Northeastern","Mid_Career_75th_Percentile_Salary",167000
"Columbia University","Northeastern","Mid_Career_75th_Percentile_Salary",161000
"Amherst College","Northeastern","Mid_Career_75th_Percentile_Salary",162000
"Lafayette College","Northeastern","Mid_Career_75th_Percentile_Salary",144000
"Bowdoin College","Northeastern","Mid_Career_75th_Percentile_Salary",146000
"College of the Holy Cross","Northeastern","Mid_Career_75th_Percentile_Salary",143000
"Stevens Institute of Technology","Northeastern","Mid_Career_75th_Percentile_Salary",138000
"Lehigh University","Northeastern","Mid_Career_75th_Percentile_Salary",160000
"Swarthmore College","Northeastern","Mid_Career_75th_Percentile_Salary",167000
"Boston College","Northeastern","Mid_Career_75th_Percentile_Salary",143000
"Williams College","Northeastern","Mid_Career_75th_Percentile_Salary",143000
"Villanova University","Northeastern","Mid_Career_75th_Percentile_Salary",156000
"Fordham University","Northeastern","Mid_Career_75th_Percentile_Salary",142000
"Wesleyan University (Middletown, Connecticut)","Northeastern","Mid_Career_75th_Percentile_Salary",126000
"Wentworth Institute of Technology","Northeastern","Mid_Career_75th_Percentile_Salary",117000
"Bates College","Northeastern","Mid_Career_75th_Percentile_Salary",162000
"Binghamton University","Northeastern","Mid_Career_75th_Percentile_Salary",146000
"Union College","Northeastern","Mid_Career_75th_Percentile_Salary",135000
"New York University (NYU)","Northeastern","Mid_Career_75th_Percentile_Salary",142000
"Vassar College","Northeastern","Mid_Career_75th_Percentile_Salary",123000
"Middlebury College","Northeastern","Mid_Career_75th_Percentile_Salary",129000
"Mount Holyoke College","Northeastern","Mid_Career_75th_Percentile_Salary",131000
"Boston University","Northeastern","Mid_Career_75th_Percentile_Salary",130000
"Drexel University","Northeastern","Mid_Career_75th_Percentile_Salary",122000
"St. John's University, New York","Northeastern","Mid_Career_75th_Percentile_Salary",124000
"Long Island University","Northeastern","Mid_Career_75th_Percentile_Salary",122000
"Stony Brook University","Northeastern","Mid_Career_75th_Percentile_Salary",129000
"Franklin and Marshall College","Northeastern","Mid_Career_75th_Percentile_Salary",185000
"Hofstra University","Northeastern","Mid_Career_75th_Percentile_Salary",135000
"State University of New York (SUNY) at Albany","Northeastern","Mid_Career_75th_Percentile_Salary",135000
"Rutgers University","Northeastern","Mid_Career_75th_Percentile_Salary",128000
"Pratt Institute","Northeastern","Mid_Career_75th_Percentile_Salary",123000
"Pace University","Northeastern","Mid_Career_75th_Percentile_Salary",129000
"Seton Hall University","Northeastern","Mid_Career_75th_Percentile_Salary",133000
"Rider University","Northeastern","Mid_Career_75th_Percentile_Salary",127000
"University of Connecticut (UConn)","Northeastern","Mid_Career_75th_Percentile_Salary",120000
"Providence College","Northeastern","Mid_Career_75th_Percentile_Salary",138000
"University of Massachusetts (UMass) - Amherst","Northeastern","Mid_Career_75th_Percentile_Salary",122000
"Ithaca College","Northeastern","Mid_Career_75th_Percentile_Salary",128000
"University of Massachusetts (UMass) - Lowell","Northeastern","Mid_Career_75th_Percentile_Salary",113000
"Northeastern University","Northeastern","Mid_Career_75th_Percentile_Salary",117000
"Syracuse University","Northeastern","Mid_Career_75th_Percentile_Salary",119000
"Colby College","Northeastern","Mid_Career_75th_Percentile_Salary",129000
"Gettysburg College","Northeastern","Mid_Career_75th_Percentile_Salary",132000
"Pennsylvania State University (PSU)","Northeastern","Mid_Career_75th_Percentile_Salary",117000
"University of Rhode Island (URI)","Northeastern","Mid_Career_75th_Percentile_Salary",112000
"Siena College","Northeastern","Mid_Career_75th_Percentile_Salary",129000
"La Salle University (Philadelphia)","Northeastern","Mid_Career_75th_Percentile_Salary",106000
"Rochester Institute of Technology (RIT)","Northeastern","Mid_Career_75th_Percentile_Salary",112000
"Duquesne University","Northeastern","Mid_Career_75th_Percentile_Salary",107000
"State University of New York (SUNY) at Farmingdale","Northeastern","Mid_Career_75th_Percentile_Salary",110000
"Smith College","Northeastern","Mid_Career_75th_Percentile_Salary",129000
"Hamilton College","Northeastern","Mid_Career_75th_Percentile_Salary",123000
"Wellesley College","Northeastern","Mid_Career_75th_Percentile_Salary",125000
"Widener University","Northeastern","Mid_Career_75th_Percentile_Salary",106000
"University of New Haven","Northeastern","Mid_Career_75th_Percentile_Salary",113000
"Dowling College","Northeastern","Mid_Career_75th_Percentile_Salary",117000
"University of Vermont (UVM)","Northeastern","Mid_Career_75th_Percentile_Salary",122000
"State University of New York (SUNY) at Buffalo","Northeastern","Mid_Career_75th_Percentile_Salary",110000
"State University of New York (SUNY) at Geneseo","Northeastern","Mid_Career_75th_Percentile_Salary",117000
"Fashion Institute of Technology","Northeastern","Mid_Career_75th_Percentile_Salary",106000
"Philadelphia University","Northeastern","Mid_Career_75th_Percentile_Salary",108000
"Ursinus College","Northeastern","Mid_Career_75th_Percentile_Salary",100000
"Adelphi University","Northeastern","Mid_Career_75th_Percentile_Salary",114000
"Juniata College","Northeastern","Mid_Career_75th_Percentile_Salary",110000
"Fairleigh Dickinson University","Northeastern","Mid_Career_75th_Percentile_Salary",112000
"University of New Hampshire (UNH)","Northeastern","Mid_Career_75th_Percentile_Salary",114000
"University of Massachusetts (UMass) - Boston","Northeastern","Mid_Career_75th_Percentile_Salary",109000
"State University of New York (SUNY) at Oswego","Northeastern","Mid_Career_75th_Percentile_Salary",115000
"University of Massachusetts (UMass) - Dartmouth","Northeastern","Mid_Career_75th_Percentile_Salary",107000
"State University of New York (SUNY) at Oneonta","Northeastern","Mid_Career_75th_Percentile_Salary",97700
"Quinnipiac University","Northeastern","Mid_Career_75th_Percentile_Salary",117000
"State University of New York (SUNY) at Plattsburgh","Northeastern","Mid_Career_75th_Percentile_Salary",105000
"Sacred Heart University","Northeastern","Mid_Career_75th_Percentile_Salary",105000
"Skidmore College","Northeastern","Mid_Career_75th_Percentile_Salary",147000
"Moravian College","Northeastern","Mid_Career_75th_Percentile_Salary",94900
"Penn State - Harrisburg","Northeastern","Mid_Career_75th_Percentile_Salary",104000
"Suffolk University","Northeastern","Mid_Career_75th_Percentile_Salary",95100
"Fitchburg State College","Northeastern","Mid_Career_75th_Percentile_Salary",99600
"Roger Williams University","Northeastern","Mid_Career_75th_Percentile_Salary",102000
"University Of Maine","Northeastern","Mid_Career_75th_Percentile_Salary",99300
"State University of New York (SUNY) at Potsdam","Northeastern","Mid_Career_75th_Percentile_Salary",100000
"Niagara University","Northeastern","Mid_Career_75th_Percentile_Salary",92000
"State University of New York (SUNY) at Fredonia","Northeastern","Mid_Career_75th_Percentile_Salary",93300
"University of Southern Maine","Northeastern","Mid_Career_75th_Percentile_Salary",85700
"Mercy College","Northeastern","Mid_Career_75th_Percentile_Salary",99000
"Stanford University","California","Mid_Career_90th_Percentile_Salary",257000
"California Institute of Technology (CIT)","California","Mid_Career_90th_Percentile_Salary",NA
"Harvey Mudd College","California","Mid_Career_90th_Percentile_Salary",NA
"University of California, Berkeley","California","Mid_Career_90th_Percentile_Salary",201000
"Occidental College","California","Mid_Career_90th_Percentile_Salary",NA
"Cal Poly San Luis Obispo","California","Mid_Career_90th_Percentile_Salary",178000
"University of California at Los Angeles (UCLA)","California","Mid_Career_90th_Percentile_Salary",193000
"University of California, San Diego (UCSD)","California","Mid_Career_90th_Percentile_Salary",177000
"Pomona College","California","Mid_Career_90th_Percentile_Salary",NA
"University of Southern California (USC)","California","Mid_Career_90th_Percentile_Salary",201000
"University of California, Davis","California","Mid_Career_90th_Percentile_Salary",202000
"University of California, Irvine (UCI)","California","Mid_Career_90th_Percentile_Salary",172000
"San Jose State University (SJSU)","California","Mid_Career_90th_Percentile_Salary",156000
"University of California, Santa Barbara (UCSB)","California","Mid_Career_90th_Percentile_Salary",173000
"California State University (CSU), Chico","California","Mid_Career_90th_Percentile_Salary",154000
"California State University, Fullerton (CSUF)","California","Mid_Career_90th_Percentile_Salary",158000
"San Francisco State University (SFSU)","California","Mid_Career_90th_Percentile_Salary",150000
"San Diego State University (SDSU)","California","Mid_Career_90th_Percentile_Salary",158000
"California State University, Long Beach (CSULB)","California","Mid_Career_90th_Percentile_Salary",154000
"California State University, East Bay (CSUEB)","California","Mid_Career_90th_Percentile_Salary",155000
"University of California, Santa Cruz (UCSC)","California","Mid_Career_90th_Percentile_Salary",165000
"California State University, Sacramento (CSUS)","California","Mid_Career_90th_Percentile_Salary",154000
"University of California, Riverside (UCR)","California","Mid_Career_90th_Percentile_Salary",134000
"California State University, Northridge (CSUN)","California","Mid_Career_90th_Percentile_Salary",153000
"California State University, Dominguez Hills (CSUDH)","California","Mid_Career_90th_Percentile_Salary",132000
"California State University (CSU), Stanislaus","California","Mid_Career_90th_Percentile_Salary",NA
"Humboldt State University","California","Mid_Career_90th_Percentile_Salary",117000
"Thomas Aquinas College","California","Mid_Career_90th_Percentile_Salary",NA
"Colorado School of Mines","Western","Mid_Career_90th_Percentile_Salary",201000
"University of Colorado - Boulder (UCB)","Western","Mid_Career_90th_Percentile_Salary",187000
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Western","Mid_Career_90th_Percentile_Salary",NA
"Brigham Young University (BYU)","Western","Mid_Career_90th_Percentile_Salary",164000
"University of Arizona","Western","Mid_Career_90th_Percentile_Salary",160000
"University of Washington (UW)","Western","Mid_Career_90th_Percentile_Salary",149000
"Washington State University (WSU)","Western","Mid_Career_90th_Percentile_Salary",162000
"University of Colorado - Denver","Western","Mid_Career_90th_Percentile_Salary",144000
"Arizona State University (ASU)","Western","Mid_Career_90th_Percentile_Salary",163000
"Oregon State University (OSU)","Western","Mid_Career_90th_Percentile_Salary",146000
"University of Utah","Western","Mid_Career_90th_Percentile_Salary",148000
"University of Nevada, Reno (UNR)","Western","Mid_Career_90th_Percentile_Salary",143000
"Seattle University","Western","Mid_Career_90th_Percentile_Salary",150000
"University of Idaho","Western","Mid_Career_90th_Percentile_Salary",142000
"University of New Mexico (UNM)","Western","Mid_Career_90th_Percentile_Salary",141000
"University of Puget Sound","Western","Mid_Career_90th_Percentile_Salary",137000
"Colorado College (CC)","Western","Mid_Career_90th_Percentile_Salary",NA
"Reed College","Western","Mid_Career_90th_Percentile_Salary",NA
"Whitman College","Western","Mid_Career_90th_Percentile_Salary",NA
"New Mexico State University","Western","Mid_Career_90th_Percentile_Salary",131000
"Colorado State University (CSU)","Western","Mid_Career_90th_Percentile_Salary",150000
"University of Wyoming (UW)","Western","Mid_Career_90th_Percentile_Salary",145000
"Utah State University","Western","Mid_Career_90th_Percentile_Salary",132000
"University of Oregon","Western","Mid_Career_90th_Percentile_Salary",186000
"Montana State University - Bozeman","Western","Mid_Career_90th_Percentile_Salary",151000
"Gonzaga University","Western","Mid_Career_90th_Percentile_Salary",138000
"University of Hawaii","Western","Mid_Career_90th_Percentile_Salary",128000
"Western Washington University","Western","Mid_Career_90th_Percentile_Salary",119000
"Regis University","Western","Mid_Career_90th_Percentile_Salary",117000
"Idaho State University","Western","Mid_Career_90th_Percentile_Salary",143000
"University of Alaska, Anchorage","Western","Mid_Career_90th_Percentile_Salary",137000
"Lewis & Clark College","Western","Mid_Career_90th_Percentile_Salary",140000
"University of Montana","Western","Mid_Career_90th_Percentile_Salary",138000
"University of Nevada, Las Vegas (UNLV)","Western","Mid_Career_90th_Percentile_Salary",128000
"Portland State University (PSU)","Western","Mid_Career_90th_Percentile_Salary",123000
"Eastern Washington University","Western","Mid_Career_90th_Percentile_Salary",117000
"Fort Lewis College","Western","Mid_Career_90th_Percentile_Salary",NA
"Boise State University (BSU)","Western","Mid_Career_90th_Percentile_Salary",110000
"Utah Valley State College","Western","Mid_Career_90th_Percentile_Salary",NA
"Evergreen State College","Western","Mid_Career_90th_Percentile_Salary",120000
"Southern Utah University","Western","Mid_Career_90th_Percentile_Salary",NA
"Montana State University - Billings","Western","Mid_Career_90th_Percentile_Salary",NA
"University of Notre Dame","Midwestern","Mid_Career_90th_Percentile_Salary",235000
"University Of Chicago","Midwestern","Mid_Career_90th_Percentile_Salary",255000
"Carleton College","Midwestern","Mid_Career_90th_Percentile_Salary",NA
"Illinois Institute of Technology (IIT)","Midwestern","Mid_Career_90th_Percentile_Salary",165000
"Case Western Reserve University","Midwestern","Mid_Career_90th_Percentile_Salary",168000
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","Mid_Career_90th_Percentile_Salary",177000
"Northwestern University","Midwestern","Mid_Career_90th_Percentile_Salary",205000
"University of Missouri - Rolla (UMR)","Midwestern","Mid_Career_90th_Percentile_Salary",166000
"South Dakota School of Mines & Technology","Midwestern","Mid_Career_90th_Percentile_Salary",147000
"University of Michigan","Midwestern","Mid_Career_90th_Percentile_Salary",182000
"Purdue University","Midwestern","Mid_Career_90th_Percentile_Salary",168000
"Marquette University","Midwestern","Mid_Career_90th_Percentile_Salary",184000
"DePauw University","Midwestern","Mid_Career_90th_Percentile_Salary",185000
"University of Wisconsin (UW) - Madison","Midwestern","Mid_Career_90th_Percentile_Salary",170000
"Bradley University","Midwestern","Mid_Career_90th_Percentile_Salary",151000
"St. Olaf College","Midwestern","Mid_Career_90th_Percentile_Salary",185000
"Michigan State University (MSU)","Midwestern","Mid_Career_90th_Percentile_Salary",170000
"DePaul University","Midwestern","Mid_Career_90th_Percentile_Salary",160000
"Iowa State University","Midwestern","Mid_Career_90th_Percentile_Salary",147000
"University of Minnesota","Midwestern","Mid_Career_90th_Percentile_Salary",148000
"Indiana University (IU), Bloomington","Midwestern","Mid_Career_90th_Percentile_Salary",178000
"University of Iowa (UI)","Midwestern","Mid_Career_90th_Percentile_Salary",163000
"Ohio State University (OSU)","Midwestern","Mid_Career_90th_Percentile_Salary",162000
"Denison University","Midwestern","Mid_Career_90th_Percentile_Salary",NA
"University of Illinois at Chicago","Midwestern","Mid_Career_90th_Percentile_Salary",146000
"Oberlin College","Midwestern","Mid_Career_90th_Percentile_Salary",NA
"University of Kansas","Midwestern","Mid_Career_90th_Percentile_Salary",156000
"University of Missouri - Columbia","Midwestern","Mid_Career_90th_Percentile_Salary",156000
"University of Nebraska","Midwestern","Mid_Career_90th_Percentile_Salary",156000
"Northern Illinois University (NIU)","Midwestern","Mid_Career_90th_Percentile_Salary",161000
"Gustavus Adolphus College","Midwestern","Mid_Career_90th_Percentile_Salary",NA
"University of North Dakota","Midwestern","Mid_Career_90th_Percentile_Salary",157000
"Kansas State University (KSU)","Midwestern","Mid_Career_90th_Percentile_Salary",138000
"University of Wisconsin (UW) - Platteville","Midwestern","Mid_Career_90th_Percentile_Salary",139000
"Wittenberg University","Midwestern","Mid_Career_90th_Percentile_Salary",NA
"North Dakota State University (NDSU)","Midwestern","Mid_Career_90th_Percentile_Salary",123000
"Grinnell College","Midwestern","Mid_Career_90th_Percentile_Salary",NA
"Wayne State University","Midwestern","Mid_Career_90th_Percentile_Salary",139000
"University of Toledo","Midwestern","Mid_Career_90th_Percentile_Salary",133000
"University of Wisconsin (UW) - Whitewater","Midwestern","Mid_Career_90th_Percentile_Salary",150000
"Minnesota State University - Mankato","Midwestern","Mid_Career_90th_Percentile_Salary",140000
"University of Wisconsin (UW) - Milwaukee","Midwestern","Mid_Career_90th_Percentile_Salary",123000
"Western Michigan University (WMU)","Midwestern","Mid_Career_90th_Percentile_Salary",135000
"South Dakota State University (SDSU)","Midwestern","Mid_Career_90th_Percentile_Salary",129000
"Ohio University","Midwestern","Mid_Career_90th_Percentile_Salary",150000
"Illinois State University","Midwestern","Mid_Career_90th_Percentile_Salary",142000
"Cleveland State University","Midwestern","Mid_Career_90th_Percentile_Salary",137000
"University of Nebraska at Omaha","Midwestern","Mid_Career_90th_Percentile_Salary",126000
"Southern Illinois University Carbondale","Midwestern","Mid_Career_90th_Percentile_Salary",139000
"Eastern Michigan University","Midwestern","Mid_Career_90th_Percentile_Salary",135000
"Bowling Green State University","Midwestern","Mid_Career_90th_Percentile_Salary",146000
"St. Cloud State University","Midwestern","Mid_Career_90th_Percentile_Salary",126000
"University of Wisconsin (UW) - Parkside","Midwestern","Mid_Career_90th_Percentile_Salary",119000
"University of Akron","Midwestern","Mid_Career_90th_Percentile_Salary",127000
"Missouri State University (MSU)","Midwestern","Mid_Career_90th_Percentile_Salary",134000
"University of Wisconsin (UW) - La Crosse","Midwestern","Mid_Career_90th_Percentile_Salary",133000
"University of Wisconsin (UW) - Stout","Midwestern","Mid_Career_90th_Percentile_Salary",136000
"Robert Morris College (RMC)","Midwestern","Mid_Career_90th_Percentile_Salary",128000
"University of Missouri - St. Louis (UMSL)","Midwestern","Mid_Career_90th_Percentile_Salary",144000
"University of Wisconsin (UW) - Oshkosh","Midwestern","Mid_Career_90th_Percentile_Salary",138000
"University of Missouri - Kansas City (UMKC)","Midwestern","Mid_Career_90th_Percentile_Salary",124000
"University of Wisconsin (UW) - Eau Claire","Midwestern","Mid_Career_90th_Percentile_Salary",125000
"Ball State University (BSU)","Midwestern","Mid_Career_90th_Percentile_Salary",128000
"Park University","Midwestern","Mid_Career_90th_Percentile_Salary",113000
"University of Wisconsin (UW) - Stevens Point","Midwestern","Mid_Career_90th_Percentile_Salary",128000
"Kent State University","Midwestern","Mid_Career_90th_Percentile_Salary",124000
"University of Wisconsin (UW) - Green Bay","Midwestern","Mid_Career_90th_Percentile_Salary",102000
"Indiana Wesleyan University (IWU)","Midwestern","Mid_Career_90th_Percentile_Salary",93400
