"School_Name","Region","School_Type","Salary_Type","Salary"
"Louisiana State University (LSU)","Southern","State","Mid_Career_Median_Salary",87800
"California State University, Fullerton (CSUF)","California","State","Mid_Career_Median_Salary",87000
"George Mason University","Southern","State","Mid_Career_Median_Salary",86900
"University of Massachusetts (UMass) - Lowell","Northeastern","State","Mid_Career_Median_Salary",86600
"San Francisco State University (SFSU)","California","State","Mid_Career_Median_Salary",86400
"University of Arizona","Western","State","Mid_Career_Median_Salary",86100
"Clemson University","Southern","State","Mid_Career_Median_Salary",86000
"University of Georgia (UGA)","Southern","State","Mid_Career_Median_Salary",86000
"Pennsylvania State University (PSU)","Northeastern","State","Mid_Career_Median_Salary",85700
"University of Washington (UW)","Western","State","Mid_Career_Median_Salary",85300
"Michigan State University (MSU)","Midwestern","State","Mid_Career_Median_Salary",85300
"University of Rhode Island (URI)","Northeastern","State","Mid_Career_Median_Salary",85300
"San Diego State University (SDSU)","California","State","Mid_Career_Median_Salary",85200
"Auburn University","Southern","State","Mid_Career_Median_Salary",84700
"Washington State University (WSU)","Western","State","Mid_Career_Median_Salary",84700
"California State University, Long Beach (CSULB)","California","State","Mid_Career_Median_Salary",84700
"Iowa State University","Midwestern","State","Mid_Career_Median_Salary",84600
"University of Delaware","Southern","State","Mid_Career_Median_Salary",84500
"University of Colorado - Denver","Western","State","Mid_Career_Median_Salary",84400
"California State University, East Bay (CSUEB)","California","State","Mid_Career_Median_Salary",84300
"State University of New York (SUNY) at Farmingdale","Northeastern","State","Mid_Career_Median_Salary",84200
"University of Minnesota","Midwestern","State","Mid_Career_Median_Salary",84200
"Arizona State University (ASU)","Western","State","Mid_Career_Median_Salary",84100
"University of California, Santa Cruz (UCSC)","California","State","Mid_Career_Median_Salary",84100
"Indiana University (IU), Bloomington","Midwestern","State","Mid_Career_Median_Salary",84000
"University of Iowa (UI)","Midwestern","State","Mid_Career_Median_Salary",83900
"Ohio State University (OSU)","Midwestern","State","Mid_Career_Median_Salary",83700
"North Carolina State University (NCSU)","Southern","State","Mid_Career_Median_Salary",83300
"Oregon State University (OSU)","Western","State","Mid_Career_Median_Salary",83300
"University of Utah","Western","State","Mid_Career_Median_Salary",83200
"University of Nevada, Reno (UNR)","Western","State","Mid_Career_Median_Salary",82900
"University of Oklahoma","Southern","State","Mid_Career_Median_Salary",82900
"University of Arkansas","Southern","State","Mid_Career_Median_Salary",82800
"University of Vermont (UVM)","Northeastern","State","Mid_Career_Median_Salary",82700
"University of Alabama at Huntsville (UAH)","Southern","State","Mid_Career_Median_Salary",82700
"California State University, Sacramento (CSUS)","California","State","Mid_Career_Median_Salary",82400
"University of Idaho","Western","State","Mid_Career_Median_Salary",82000
"University of Illinois at Chicago","Midwestern","State","Mid_Career_Median_Salary",81700
"State University of New York (SUNY) at Buffalo","Northeastern","State","Mid_Career_Median_Salary",81700
"University of Kansas","Midwestern","State","Mid_Career_Median_Salary",81600
"University of New Mexico (UNM)","Western","State","Mid_Career_Median_Salary",81600
"University of North Carolina at Chapel Hill (UNCH)","Southern","State","Mid_Career_Median_Salary",81500
"University of Alabama, Tuscaloosa","Southern","State","Mid_Career_Median_Salary",81400
"University of California, Riverside (UCR)","California","State","Mid_Career_Median_Salary",81300
"State University of New York (SUNY) at Geneseo","Northeastern","State","Mid_Career_Median_Salary",81300
"University of Missouri - Columbia","Midwestern","State","Mid_Career_Median_Salary",81000
"University of Nebraska","Midwestern","State","Mid_Career_Median_Salary",80900
"University of Texas at Arlington (UTA)","Southern","State","Mid_Career_Median_Salary",80800
"Northern Illinois University (NIU)","Midwestern","State","Mid_Career_Median_Salary",80800
"Oklahoma State University","Southern","State","Mid_Career_Median_Salary",80700
"University of North Dakota","Midwestern","State","Mid_Career_Median_Salary",80600
"California State University, Northridge (CSUN)","California","State","Mid_Career_Median_Salary",80400
"University of Houston (UH)","Southern","State","Mid_Career_Median_Salary",79900
"University of Mississippi","Southern","State","Mid_Career_Median_Salary",79700
"New Mexico State University","Western","State","Mid_Career_Median_Salary",79500
"Lamar University","Southern","State","Mid_Career_Median_Salary",79400
"Mississippi State University (MSU)","Southern","State","Mid_Career_Median_Salary",79300
"Colorado State University (CSU)","Western","State","Mid_Career_Median_Salary",79000
"Kansas State University (KSU)","Midwestern","State","Mid_Career_Median_Salary",79000
"University of Wyoming (UW)","Western","State","Mid_Career_Median_Salary",78700
"Utah State University","Western","State","Mid_Career_Median_Salary",78700
"University of Wisconsin (UW) - Platteville","Midwestern","State","Mid_Career_Median_Salary",78500
"University of Oregon","Western","State","Mid_Career_Median_Salary",78400
"University of Kentucky (UK)","Southern","State","Mid_Career_Median_Salary",78300
"University of New Hampshire (UNH)","Northeastern","State","Mid_Career_Median_Salary",78300
"University of Massachusetts (UMass) - Boston","Northeastern","State","Mid_Career_Median_Salary",78200
"West Virginia University (WVU)","Southern","State","Mid_Career_Median_Salary",78100
"University of Maryland Baltimore County (UMBC)","Southern","State","Mid_Career_Median_Salary",77800
"North Dakota State University (NDSU)","Midwestern","State","Mid_Career_Median_Salary",77800
"State University of New York (SUNY) at Oswego","Northeastern","State","Mid_Career_Median_Salary",77800
"University of Massachusetts (UMass) - Dartmouth","Northeastern","State","Mid_Career_Median_Salary",77700
"Montana State University - Bozeman","Western","State","Mid_Career_Median_Salary",77500
"State University of New York (SUNY) at Oneonta","Northeastern","State","Mid_Career_Median_Salary",76700
"University of Louisiana (UL) at Lafayette","Southern","State","Mid_Career_Median_Salary",76300
"State University of New York (SUNY) at Plattsburgh","Northeastern","State","Mid_Career_Median_Salary",76200
"Wayne State University","Midwestern","State","Mid_Career_Median_Salary",76100
"University of Hawaii","Western","State","Mid_Career_Median_Salary",76000
"University of Toledo","Midwestern","State","Mid_Career_Median_Salary",75900
"Florida International University (FIU)","Southern","State","Mid_Career_Median_Salary",75500
"University of Wisconsin (UW) - Whitewater","Midwestern","State","Mid_Career_Median_Salary",75500
"Western Washington University","Western","State","Mid_Career_Median_Salary",75400
"Minnesota State University - Mankato","Midwestern","State","Mid_Career_Median_Salary",74700
"University of Tennessee","Southern","State","Mid_Career_Median_Salary",74600
"University of Wisconsin (UW) - Milwaukee","Midwestern","State","Mid_Career_Median_Salary",74600
"University of Arkansas - Monticello (UAM)","Southern","State","Mid_Career_Median_Salary",74500
"Penn State - Harrisburg","Northeastern","State","Mid_Career_Median_Salary",74000
"University of North Carolina at Charlotte (UNCC)","Southern","State","Mid_Career_Median_Salary",74000
"Georgia State University","Southern","State","Mid_Career_Median_Salary",74000
"Western Michigan University (WMU)","Midwestern","State","Mid_Career_Median_Salary",73800
"South Dakota State University (SDSU)","Midwestern","State","Mid_Career_Median_Salary",73500
"Idaho State University","Western","State","Mid_Career_Median_Salary",73400
"Ohio University","Midwestern","State","Mid_Career_Median_Salary",73400
"Illinois State University","Midwestern","State","Mid_Career_Median_Salary",73400
"Cleveland State University","Midwestern","State","Mid_Career_Median_Salary",73100
"Florida State University (FSU)","Southern","State","Mid_Career_Median_Salary",73000
"University of Alaska, Anchorage","Western","State","Mid_Career_Median_Salary",72600
"Fitchburg State College","Northeastern","State","Mid_Career_Median_Salary",72600
"University of Nebraska at Omaha","Midwestern","State","Mid_Career_Median_Salary",72600
"Southern Illinois University Carbondale","Midwestern","State","Mid_Career_Median_Salary",72500
"University of Texas at El Paso (UTEP)","Southern","State","Mid_Career_Median_Salary",72100
"California State University, Dominguez Hills (CSUDH)","California","State","Mid_Career_Median_Salary",72100
"University Of Maine","Northeastern","State","Mid_Career_Median_Salary",72100
"Eastern Michigan University","Midwestern","State","Mid_Career_Median_Salary",72100
"Bowling Green State University","Midwestern","State","Mid_Career_Median_Salary",72100
"University of Montana","Western","State","Mid_Career_Median_Salary",71900
"University of Central Florida (UCF)","Southern","State","Mid_Career_Median_Salary",71700
"University of South Carolina","Southern","State","Mid_Career_Median_Salary",71700
"University of Nevada, Las Vegas (UNLV)","Western","State","Mid_Career_Median_Salary",71600
"St. Cloud State University","Midwestern","State","Mid_Career_Median_Salary",71400
"University of Wisconsin (UW) - Parkside","Midwestern","State","Mid_Career_Median_Salary",71400
"California State University (CSU), Stanislaus","California","State","Mid_Career_Median_Salary",71400
"Humboldt State University","California","State","Mid_Career_Median_Salary",71300
"Florida Atlantic University (FAU)","Southern","State","Mid_Career_Median_Salary",71100
"University of South Florida (USF)","Southern","State","Mid_Career_Median_Salary",71100
"Portland State University (PSU)","Western","State","Mid_Career_Median_Salary",70900
"Eastern Washington University","Western","State","Mid_Career_Median_Salary",70900
"University of Texas at San Antonio (UTSA)","Southern","State","Mid_Career_Median_Salary",70700
"University of Akron","Midwestern","State","Mid_Career_Median_Salary",70300
"State University of New York (SUNY) at Potsdam","Northeastern","State","Mid_Career_Median_Salary",70300
"University of Alabama at Birmingham (UAB)","Southern","State","Mid_Career_Median_Salary",70100
"University of Memphis (U of M)","Southern","State","Mid_Career_Median_Salary",69700
"Boise State University (BSU)","Western","State","Mid_Career_Median_Salary",69500
"Missouri State University (MSU)","Midwestern","State","Mid_Career_Median_Salary",69500
"University of Wisconsin (UW) - La Crosse","Midwestern","State","Mid_Career_Median_Salary",69300
"Appalachian State University","Southern","State","Mid_Career_Median_Salary",69100
"Virginia Commonwealth University (VCU)","Southern","State","Mid_Career_Median_Salary",68400
"University of Wisconsin (UW) - Stout","Midwestern","State","Mid_Career_Median_Salary",68300
"East Carolina University (ECU)","Southern","State","Mid_Career_Median_Salary",67500
"Utah Valley State College","Western","State","Mid_Career_Median_Salary",67100
"University of Missouri - St. Louis (UMSL)","Midwestern","State","Mid_Career_Median_Salary",67100
"Western Carolina University","Southern","State","Mid_Career_Median_Salary",66600
"University of Wisconsin (UW) - Oshkosh","Midwestern","State","Mid_Career_Median_Salary",66400
"State University of New York (SUNY) at Fredonia","Northeastern","State","Mid_Career_Median_Salary",66200
"University of Missouri - Kansas City (UMKC)","Midwestern","State","Mid_Career_Median_Salary",65800
"University of Wisconsin (UW) - Eau Claire","Midwestern","State","Mid_Career_Median_Salary",64800
"Ball State University (BSU)","Midwestern","State","Mid_Career_Median_Salary",64500
"University of North Carolina at Wilmington (UNCW)","Southern","State","Mid_Career_Median_Salary",64400
"University of Wisconsin (UW) - Stevens Point","Midwestern","State","Mid_Career_Median_Salary",64000
"University of Southern Maine","Northeastern","State","Mid_Career_Median_Salary",63600
"Arkansas State University (ASU)","Southern","State","Mid_Career_Median_Salary",63300
"Kent State University","Midwestern","State","Mid_Career_Median_Salary",62600
"Tarleton State University (TSU)","Southern","State","Mid_Career_Median_Salary",62400
"University of Wisconsin (UW) - Green Bay","Midwestern","State","Mid_Career_Median_Salary",60600
"Morehead State University","Southern","State","Mid_Career_Median_Salary",60600
"Austin Peay State University","Southern","State","Mid_Career_Median_Salary",59200
"Pittsburg State University","Midwestern","State","Mid_Career_Median_Salary",58200
"Southern Utah University","Western","State","Mid_Career_Median_Salary",56500
"Montana State University - Billings","Western","State","Mid_Career_Median_Salary",50600
"Black Hills State University","Midwestern","State","Mid_Career_Median_Salary",43900
"Massachusetts Institute of Technology (MIT)","Northeastern","Engineering","Mid_Career_10th_Percentile_Salary",76800
"California Institute of Technology (CIT)","California","Engineering","Mid_Career_10th_Percentile_Salary",NA
"Harvey Mudd College","California","Engineering","Mid_Career_10th_Percentile_Salary",NA
"Polytechnic University of New York, Brooklyn","Northeastern","Engineering","Mid_Career_10th_Percentile_Salary",66800
"Cooper Union","Northeastern","Engineering","Mid_Career_10th_Percentile_Salary",NA
"Worcester Polytechnic Institute (WPI)","Northeastern","Engineering","Mid_Career_10th_Percentile_Salary",80000
"Carnegie Mellon University (CMU)","Northeastern","Engineering","Mid_Career_10th_Percentile_Salary",63300
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Engineering","Mid_Career_10th_Percentile_Salary",71600
"Georgia Institute of Technology","Southern","Engineering","Mid_Career_10th_Percentile_Salary",67200
"Colorado School of Mines","Western","Engineering","Mid_Career_10th_Percentile_Salary",62200
"Stevens Institute of Technology","Northeastern","Engineering","Mid_Career_10th_Percentile_Salary",68700
"Illinois Institute of Technology (IIT)","Midwestern","Engineering","Mid_Career_10th_Percentile_Salary",56100
"Wentworth Institute of Technology","Northeastern","Engineering","Mid_Career_10th_Percentile_Salary",55200
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Engineering","Mid_Career_10th_Percentile_Salary",50600
"South Dakota School of Mines & Technology","Midwestern","Engineering","Mid_Career_10th_Percentile_Salary",71500
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Western","Engineering","Mid_Career_10th_Percentile_Salary",NA
"Rochester Institute of Technology (RIT)","Northeastern","Engineering","Mid_Career_10th_Percentile_Salary",45000
"Tennessee Technological University","Southern","Engineering","Mid_Career_10th_Percentile_Salary",42100
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","Party","Mid_Career_10th_Percentile_Salary",48200
"University of Maryland, College Park","Southern","Party","Mid_Career_10th_Percentile_Salary",50400
"University of California, Santa Barbara (UCSB)","California","Party","Mid_Career_10th_Percentile_Salary",51300
"University of Texas (UT) - Austin","Southern","Party","Mid_Career_10th_Percentile_Salary",50100
"State University of New York (SUNY) at Albany","Northeastern","Party","Mid_Career_10th_Percentile_Salary",47000
"University of Florida (UF)","Southern","Party","Mid_Career_10th_Percentile_Salary",45400
"Louisiana State University (LSU)","Southern","Party","Mid_Career_10th_Percentile_Salary",43700
"University of Georgia (UGA)","Southern","Party","Mid_Career_10th_Percentile_Salary",43100
"Pennsylvania State University (PSU)","Northeastern","Party","Mid_Career_10th_Percentile_Salary",46300
"Arizona State University (ASU)","Western","Party","Mid_Career_10th_Percentile_Salary",44600
"Indiana University (IU), Bloomington","Midwestern","Party","Mid_Career_10th_Percentile_Salary",43600
"University of Iowa (UI)","Midwestern","Party","Mid_Career_10th_Percentile_Salary",43300
"Randolph-Macon College","Southern","Party","Mid_Career_10th_Percentile_Salary",NA
"University of Alabama, Tuscaloosa","Southern","Party","Mid_Career_10th_Percentile_Salary",40100
"University of Mississippi","Southern","Party","Mid_Career_10th_Percentile_Salary",40400
"University of New Hampshire (UNH)","Northeastern","Party","Mid_Career_10th_Percentile_Salary",41700
"West Virginia University (WVU)","Southern","Party","Mid_Career_10th_Percentile_Salary",39700
"University of Tennessee","Southern","Party","Mid_Career_10th_Percentile_Salary",41900
"Ohio University","Midwestern","Party","Mid_Career_10th_Percentile_Salary",36600
"Florida State University (FSU)","Southern","Party","Mid_Career_10th_Percentile_Salary",39600
"Bucknell University","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",62800
"Colgate University","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",60000
"Amherst College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Lafayette College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",70600
"Bowdoin College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"College of the Holy Cross","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Occidental College","California","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Washington and Lee University","Southern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Swarthmore College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Davidson College","Southern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Carleton College","Midwestern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Williams College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Pomona College","California","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Wesleyan University (Middletown, Connecticut)","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",42000
"Bates College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Union College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",48700
"University of Richmond","Southern","Liberal Arts","Mid_Career_10th_Percentile_Salary",44500
"Vassar College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Middlebury College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Mount Holyoke College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Franklin and Marshall College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"DePauw University","Midwestern","Liberal Arts","Mid_Career_10th_Percentile_Salary",49500
"St. Olaf College","Midwestern","Liberal Arts","Mid_Career_10th_Percentile_Salary",41300
"Colby College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Gettysburg College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Siena College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",38700
"Smith College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",45100
"Hamilton College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Randolph-Macon College","Southern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Wellesley College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Denison University","Midwestern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Oberlin College","Midwestern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"University of Puget Sound","Western","Liberal Arts","Mid_Career_10th_Percentile_Salary",48900
"Colorado College (CC)","Western","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Reed College","Western","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Gustavus Adolphus College","Midwestern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Whitman College","Western","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Ursinus College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",35600
"Juniata College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Wittenberg University","Midwestern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Grinnell College","Midwestern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Skidmore College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Moravian College","Northeastern","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Lewis & Clark College","Western","Liberal Arts","Mid_Career_10th_Percentile_Salary",38200
"Fort Lewis College","Western","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Thomas Aquinas College","California","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Evergreen State College","Western","Liberal Arts","Mid_Career_10th_Percentile_Salary",38800
"Dartmouth College","Northeastern","Ivy League","Mid_Career_10th_Percentile_Salary",63100
"Princeton University","Northeastern","Ivy League","Mid_Career_10th_Percentile_Salary",68900
"Yale University","Northeastern","Ivy League","Mid_Career_10th_Percentile_Salary",58000
"Harvard University","Northeastern","Ivy League","Mid_Career_10th_Percentile_Salary",54800
"University of Pennsylvania","Northeastern","Ivy League","Mid_Career_10th_Percentile_Salary",55900
"Cornell University","Northeastern","Ivy League","Mid_Career_10th_Percentile_Salary",56800
"Brown University","Northeastern","Ivy League","Mid_Career_10th_Percentile_Salary",55400
"Columbia University","Northeastern","Ivy League","Mid_Career_10th_Percentile_Salary",50300
"University of California, Berkeley","California","State","Mid_Career_10th_Percentile_Salary",59500
"University of Virginia (UVA)","Southern","State","Mid_Career_10th_Percentile_Salary",52200
"Cal Poly San Luis Obispo","California","State","Mid_Career_10th_Percentile_Salary",55000
"University of California at Los Angeles (UCLA)","California","State","Mid_Career_10th_Percentile_Salary",51300
"University of California, San Diego (UCSD)","California","State","Mid_Career_10th_Percentile_Salary",51700
"University of California, Davis","California","State","Mid_Career_10th_Percentile_Salary",52000
"University of Colorado - Boulder (UCB)","Western","State","Mid_Career_10th_Percentile_Salary",51600
"University of California, Irvine (UCI)","California","State","Mid_Career_10th_Percentile_Salary",47800
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","State","Mid_Career_10th_Percentile_Salary",48200
"Texas A&M University","Southern","State","Mid_Career_10th_Percentile_Salary",51100
"Binghamton University","Northeastern","State","Mid_Career_10th_Percentile_Salary",50900
"University of Missouri - Rolla (UMR)","Midwestern","State","Mid_Career_10th_Percentile_Salary",67600
"San Jose State University (SJSU)","California","State","Mid_Career_10th_Percentile_Salary",50700
"University of Maryland, College Park","Southern","State","Mid_Career_10th_Percentile_Salary",50400
"University of California, Santa Barbara (UCSB)","California","State","Mid_Career_10th_Percentile_Salary",51300
"University of Texas (UT) - Austin","Southern","State","Mid_Career_10th_Percentile_Salary",50100
"University of Michigan","Midwestern","State","Mid_Career_10th_Percentile_Salary",50900
"Stony Brook University","Northeastern","State","Mid_Career_10th_Percentile_Salary",47200
"State University of New York (SUNY) at Albany","Northeastern","State","Mid_Career_10th_Percentile_Salary",47000
"Rutgers University","Northeastern","State","Mid_Career_10th_Percentile_Salary",48100
"Purdue University","Midwestern","State","Mid_Career_10th_Percentile_Salary",49900
"University of Connecticut (UConn)","Northeastern","State","Mid_Career_10th_Percentile_Salary",46100
"University of Massachusetts (UMass) - Amherst","Northeastern","State","Mid_Career_10th_Percentile_Salary",43100
"California State University (CSU), Chico","California","State","Mid_Career_10th_Percentile_Salary",46800
"University of Florida (UF)","Southern","State","Mid_Career_10th_Percentile_Salary",45400
"University of Wisconsin (UW) - Madison","Midwestern","State","Mid_Career_10th_Percentile_Salary",47400
"Louisiana State University (LSU)","Southern","State","Mid_Career_10th_Percentile_Salary",43700
"California State University, Fullerton (CSUF)","California","State","Mid_Career_10th_Percentile_Salary",45400
"George Mason University","Southern","State","Mid_Career_10th_Percentile_Salary",51300
"University of Massachusetts (UMass) - Lowell","Northeastern","State","Mid_Career_10th_Percentile_Salary",50900
"San Francisco State University (SFSU)","California","State","Mid_Career_10th_Percentile_Salary",45100
"University of Arizona","Western","State","Mid_Career_10th_Percentile_Salary",44800
"Clemson University","Southern","State","Mid_Career_10th_Percentile_Salary",50500
"University of Georgia (UGA)","Southern","State","Mid_Career_10th_Percentile_Salary",43100
"Pennsylvania State University (PSU)","Northeastern","State","Mid_Career_10th_Percentile_Salary",46300
"University of Washington (UW)","Western","State","Mid_Career_10th_Percentile_Salary",47000
"Michigan State University (MSU)","Midwestern","State","Mid_Career_10th_Percentile_Salary",44200
"University of Rhode Island (URI)","Northeastern","State","Mid_Career_10th_Percentile_Salary",45400
"San Diego State University (SDSU)","California","State","Mid_Career_10th_Percentile_Salary",45500
"Auburn University","Southern","State","Mid_Career_10th_Percentile_Salary",45400
"Washington State University (WSU)","Western","State","Mid_Career_10th_Percentile_Salary",43600
"California State University, Long Beach (CSULB)","California","State","Mid_Career_10th_Percentile_Salary",47400
"Iowa State University","Midwestern","State","Mid_Career_10th_Percentile_Salary",44400
"University of Delaware","Southern","State","Mid_Career_10th_Percentile_Salary",44500
"University of Colorado - Denver","Western","State","Mid_Career_10th_Percentile_Salary",46400
"California State University, East Bay (CSUEB)","California","State","Mid_Career_10th_Percentile_Salary",46000
"State University of New York (SUNY) at Farmingdale","Northeastern","State","Mid_Career_10th_Percentile_Salary",50200
"University of Minnesota","Midwestern","State","Mid_Career_10th_Percentile_Salary",49000
"Arizona State University (ASU)","Western","State","Mid_Career_10th_Percentile_Salary",44600
"University of California, Santa Cruz (UCSC)","California","State","Mid_Career_10th_Percentile_Salary",46100
"Indiana University (IU), Bloomington","Midwestern","State","Mid_Career_10th_Percentile_Salary",43600
"University of Iowa (UI)","Midwestern","State","Mid_Career_10th_Percentile_Salary",43300
"Ohio State University (OSU)","Midwestern","State","Mid_Career_10th_Percentile_Salary",45500
"North Carolina State University (NCSU)","Southern","State","Mid_Career_10th_Percentile_Salary",49200
"Oregon State University (OSU)","Western","State","Mid_Career_10th_Percentile_Salary",46900
"University of Utah","Western","State","Mid_Career_10th_Percentile_Salary",43000
"University of Nevada, Reno (UNR)","Western","State","Mid_Career_10th_Percentile_Salary",41900
"University of Oklahoma","Southern","State","Mid_Career_10th_Percentile_Salary",41200
"University of Arkansas","Southern","State","Mid_Career_10th_Percentile_Salary",43200
"University of Vermont (UVM)","Northeastern","State","Mid_Career_10th_Percentile_Salary",44700
"University of Alabama at Huntsville (UAH)","Southern","State","Mid_Career_10th_Percentile_Salary",46100
"California State University, Sacramento (CSUS)","California","State","Mid_Career_10th_Percentile_Salary",42900
"University of Idaho","Western","State","Mid_Career_10th_Percentile_Salary",43000
"University of Illinois at Chicago","Midwestern","State","Mid_Career_10th_Percentile_Salary",44700
"State University of New York (SUNY) at Buffalo","Northeastern","State","Mid_Career_10th_Percentile_Salary",45900
"University of Kansas","Midwestern","State","Mid_Career_10th_Percentile_Salary",44800
"University of New Mexico (UNM)","Western","State","Mid_Career_10th_Percentile_Salary",41800
"University of North Carolina at Chapel Hill (UNCH)","Southern","State","Mid_Career_10th_Percentile_Salary",43400
"University of Alabama, Tuscaloosa","Southern","State","Mid_Career_10th_Percentile_Salary",40100
"University of California, Riverside (UCR)","California","State","Mid_Career_10th_Percentile_Salary",37200
"State University of New York (SUNY) at Geneseo","Northeastern","State","Mid_Career_10th_Percentile_Salary",39300
"University of Missouri - Columbia","Midwestern","State","Mid_Career_10th_Percentile_Salary",43500
"University of Nebraska","Midwestern","State","Mid_Career_10th_Percentile_Salary",42200
"University of Texas at Arlington (UTA)","Southern","State","Mid_Career_10th_Percentile_Salary",46400
"Northern Illinois University (NIU)","Midwestern","State","Mid_Career_10th_Percentile_Salary",43900
"Oklahoma State University","Southern","State","Mid_Career_10th_Percentile_Salary",40100
"University of North Dakota","Midwestern","State","Mid_Career_10th_Percentile_Salary",43400
"California State University, Northridge (CSUN)","California","State","Mid_Career_10th_Percentile_Salary",44500
"University of Houston (UH)","Southern","State","Mid_Career_10th_Percentile_Salary",42000
"University of Mississippi","Southern","State","Mid_Career_10th_Percentile_Salary",40400
"New Mexico State University","Western","State","Mid_Career_10th_Percentile_Salary",37400
"Lamar University","Southern","State","Mid_Career_10th_Percentile_Salary",38700
"Mississippi State University (MSU)","Southern","State","Mid_Career_10th_Percentile_Salary",43300
"Colorado State University (CSU)","Western","State","Mid_Career_10th_Percentile_Salary",43800
"Kansas State University (KSU)","Midwestern","State","Mid_Career_10th_Percentile_Salary",37200
"University of Wyoming (UW)","Western","State","Mid_Career_10th_Percentile_Salary",41500
"Utah State University","Western","State","Mid_Career_10th_Percentile_Salary",41600
"University of Wisconsin (UW) - Platteville","Midwestern","State","Mid_Career_10th_Percentile_Salary",48400
"University of Oregon","Western","State","Mid_Career_10th_Percentile_Salary",38100
"University of Kentucky (UK)","Southern","State","Mid_Career_10th_Percentile_Salary",43000
"University of New Hampshire (UNH)","Northeastern","State","Mid_Career_10th_Percentile_Salary",41700
"University of Massachusetts (UMass) - Boston","Northeastern","State","Mid_Career_10th_Percentile_Salary",36300
"West Virginia University (WVU)","Southern","State","Mid_Career_10th_Percentile_Salary",39700
"University of Maryland Baltimore County (UMBC)","Southern","State","Mid_Career_10th_Percentile_Salary",46900
"North Dakota State University (NDSU)","Midwestern","State","Mid_Career_10th_Percentile_Salary",39000
"State University of New York (SUNY) at Oswego","Northeastern","State","Mid_Career_10th_Percentile_Salary",40400
"University of Massachusetts (UMass) - Dartmouth","Northeastern","State","Mid_Career_10th_Percentile_Salary",43300
"Montana State University - Bozeman","Western","State","Mid_Career_10th_Percentile_Salary",40200
"State University of New York (SUNY) at Oneonta","Northeastern","State","Mid_Career_10th_Percentile_Salary",40000
"University of Louisiana (UL) at Lafayette","Southern","State","Mid_Career_10th_Percentile_Salary",42000
"State University of New York (SUNY) at Plattsburgh","Northeastern","State","Mid_Career_10th_Percentile_Salary",38400
"Wayne State University","Midwestern","State","Mid_Career_10th_Percentile_Salary",40100
"University of Hawaii","Western","State","Mid_Career_10th_Percentile_Salary",40400
