"School_Name","School_Type","Salary_Type","Salary"
"San Jose State University (SJSU)","State","Mid_Career_50th_Percentile_Salary",95600
"University of Maryland, College Park","State","Mid_Career_50th_Percentile_Salary",95000
"University of California, Santa Barbara (UCSB)","State","Mid_Career_50th_Percentile_Salary",95000
"University of Texas (UT) - Austin","State","Mid_Career_50th_Percentile_Salary",93900
"University of Michigan","State","Mid_Career_50th_Percentile_Salary",93000
"Stony Brook University","State","Mid_Career_50th_Percentile_Salary",93000
"State University of New York (SUNY) at Albany","State","Mid_Career_50th_Percentile_Salary",92200
"Rutgers University","State","Mid_Career_50th_Percentile_Salary",91800
"Purdue University","State","Mid_Career_50th_Percentile_Salary",90500
"University of Connecticut (UConn)","State","Mid_Career_50th_Percentile_Salary",88800
"University of Massachusetts (UMass) - Amherst","State","Mid_Career_50th_Percentile_Salary",88200
"California State University (CSU), Chico","State","Mid_Career_50th_Percentile_Salary",88100
"University of Florida (UF)","State","Mid_Career_50th_Percentile_Salary",87900
"University of Wisconsin (UW) - Madison","State","Mid_Career_50th_Percentile_Salary",87800
"Louisiana State University (LSU)","State","Mid_Career_50th_Percentile_Salary",87800
"California State University, Fullerton (CSUF)","State","Mid_Career_50th_Percentile_Salary",87000
"George Mason University","State","Mid_Career_50th_Percentile_Salary",86900
"University of Massachusetts (UMass) - Lowell","State","Mid_Career_50th_Percentile_Salary",86600
"San Francisco State University (SFSU)","State","Mid_Career_50th_Percentile_Salary",86400
"University of Arizona","State","Mid_Career_50th_Percentile_Salary",86100
"Clemson University","State","Mid_Career_50th_Percentile_Salary",86000
"University of Georgia (UGA)","State","Mid_Career_50th_Percentile_Salary",86000
"Pennsylvania State University (PSU)","State","Mid_Career_50th_Percentile_Salary",85700
"University of Washington (UW)","State","Mid_Career_50th_Percentile_Salary",85300
"Michigan State University (MSU)","State","Mid_Career_50th_Percentile_Salary",85300
"University of Rhode Island (URI)","State","Mid_Career_50th_Percentile_Salary",85300
"San Diego State University (SDSU)","State","Mid_Career_50th_Percentile_Salary",85200
"Auburn University","State","Mid_Career_50th_Percentile_Salary",84700
"Washington State University (WSU)","State","Mid_Career_50th_Percentile_Salary",84700
"California State University, Long Beach (CSULB)","State","Mid_Career_50th_Percentile_Salary",84700
"Iowa State University","State","Mid_Career_50th_Percentile_Salary",84600
"University of Delaware","State","Mid_Career_50th_Percentile_Salary",84500
"University of Colorado - Denver","State","Mid_Career_50th_Percentile_Salary",84400
"California State University, East Bay (CSUEB)","State","Mid_Career_50th_Percentile_Salary",84300
"State University of New York (SUNY) at Farmingdale","State","Mid_Career_50th_Percentile_Salary",84200
"University of Minnesota","State","Mid_Career_50th_Percentile_Salary",84200
"Arizona State University (ASU)","State","Mid_Career_50th_Percentile_Salary",84100
"University of California, Santa Cruz (UCSC)","State","Mid_Career_50th_Percentile_Salary",84100
"Indiana University (IU), Bloomington","State","Mid_Career_50th_Percentile_Salary",84000
"University of Iowa (UI)","State","Mid_Career_50th_Percentile_Salary",83900
"Ohio State University (OSU)","State","Mid_Career_50th_Percentile_Salary",83700
"North Carolina State University (NCSU)","State","Mid_Career_50th_Percentile_Salary",83300
"Oregon State University (OSU)","State","Mid_Career_50th_Percentile_Salary",83300
"University of Utah","State","Mid_Career_50th_Percentile_Salary",83200
"University of Nevada, Reno (UNR)","State","Mid_Career_50th_Percentile_Salary",82900
"University of Oklahoma","State","Mid_Career_50th_Percentile_Salary",82900
"University of Arkansas","State","Mid_Career_50th_Percentile_Salary",82800
"University of Vermont (UVM)","State","Mid_Career_50th_Percentile_Salary",82700
"University of Alabama at Huntsville (UAH)","State","Mid_Career_50th_Percentile_Salary",82700
"California State University, Sacramento (CSUS)","State","Mid_Career_50th_Percentile_Salary",82400
"University of Idaho","State","Mid_Career_50th_Percentile_Salary",82000
"University of Illinois at Chicago","State","Mid_Career_50th_Percentile_Salary",81700
"State University of New York (SUNY) at Buffalo","State","Mid_Career_50th_Percentile_Salary",81700
"University of Kansas","State","Mid_Career_50th_Percentile_Salary",81600
"University of New Mexico (UNM)","State","Mid_Career_50th_Percentile_Salary",81600
"University of North Carolina at Chapel Hill (UNCH)","State","Mid_Career_50th_Percentile_Salary",81500
"University of Alabama, Tuscaloosa","State","Mid_Career_50th_Percentile_Salary",81400
"University of California, Riverside (UCR)","State","Mid_Career_50th_Percentile_Salary",81300
"State University of New York (SUNY) at Geneseo","State","Mid_Career_50th_Percentile_Salary",81300
"University of Missouri - Columbia","State","Mid_Career_50th_Percentile_Salary",81000
"University of Nebraska","State","Mid_Career_50th_Percentile_Salary",80900
"University of Texas at Arlington (UTA)","State","Mid_Career_50th_Percentile_Salary",80800
"Northern Illinois University (NIU)","State","Mid_Career_50th_Percentile_Salary",80800
"Oklahoma State University","State","Mid_Career_50th_Percentile_Salary",80700
"University of North Dakota","State","Mid_Career_50th_Percentile_Salary",80600
"California State University, Northridge (CSUN)","State","Mid_Career_50th_Percentile_Salary",80400
"University of Houston (UH)","State","Mid_Career_50th_Percentile_Salary",79900
"University of Mississippi","State","Mid_Career_50th_Percentile_Salary",79700
"New Mexico State University","State","Mid_Career_50th_Percentile_Salary",79500
"Lamar University","State","Mid_Career_50th_Percentile_Salary",79400
"Mississippi State University (MSU)","State","Mid_Career_50th_Percentile_Salary",79300
"Colorado State University (CSU)","State","Mid_Career_50th_Percentile_Salary",79000
"Kansas State University (KSU)","State","Mid_Career_50th_Percentile_Salary",79000
"University of Wyoming (UW)","State","Mid_Career_50th_Percentile_Salary",78700
"Utah State University","State","Mid_Career_50th_Percentile_Salary",78700
"University of Wisconsin (UW) - Platteville","State","Mid_Career_50th_Percentile_Salary",78500
"University of Oregon","State","Mid_Career_50th_Percentile_Salary",78400
"University of Kentucky (UK)","State","Mid_Career_50th_Percentile_Salary",78300
"University of New Hampshire (UNH)","State","Mid_Career_50th_Percentile_Salary",78300
"University of Massachusetts (UMass) - Boston","State","Mid_Career_50th_Percentile_Salary",78200
"West Virginia University (WVU)","State","Mid_Career_50th_Percentile_Salary",78100
"University of Maryland Baltimore County (UMBC)","State","Mid_Career_50th_Percentile_Salary",77800
"North Dakota State University (NDSU)","State","Mid_Career_50th_Percentile_Salary",77800
"State University of New York (SUNY) at Oswego","State","Mid_Career_50th_Percentile_Salary",77800
"University of Massachusetts (UMass) - Dartmouth","State","Mid_Career_50th_Percentile_Salary",77700
"Montana State University - Bozeman","State","Mid_Career_50th_Percentile_Salary",77500
"State University of New York (SUNY) at Oneonta","State","Mid_Career_50th_Percentile_Salary",76700
"University of Louisiana (UL) at Lafayette","State","Mid_Career_50th_Percentile_Salary",76300
"State University of New York (SUNY) at Plattsburgh","State","Mid_Career_50th_Percentile_Salary",76200
"Wayne State University","State","Mid_Career_50th_Percentile_Salary",76100
"University of Hawaii","State","Mid_Career_50th_Percentile_Salary",76000
"University of Toledo","State","Mid_Career_50th_Percentile_Salary",75900
"Florida International University (FIU)","State","Mid_Career_50th_Percentile_Salary",75500
"University of Wisconsin (UW) - Whitewater","State","Mid_Career_50th_Percentile_Salary",75500
"Western Washington University","State","Mid_Career_50th_Percentile_Salary",75400
"Minnesota State University - Mankato","State","Mid_Career_50th_Percentile_Salary",74700
"University of Tennessee","State","Mid_Career_50th_Percentile_Salary",74600
"University of Wisconsin (UW) - Milwaukee","State","Mid_Career_50th_Percentile_Salary",74600
"University of Arkansas - Monticello (UAM)","State","Mid_Career_50th_Percentile_Salary",74500
"Penn State - Harrisburg","State","Mid_Career_50th_Percentile_Salary",74000
"University of North Carolina at Charlotte (UNCC)","State","Mid_Career_50th_Percentile_Salary",74000
"Georgia State University","State","Mid_Career_50th_Percentile_Salary",74000
"Western Michigan University (WMU)","State","Mid_Career_50th_Percentile_Salary",73800
"South Dakota State University (SDSU)","State","Mid_Career_50th_Percentile_Salary",73500
"Idaho State University","State","Mid_Career_50th_Percentile_Salary",73400
"Ohio University","State","Mid_Career_50th_Percentile_Salary",73400
"Illinois State University","State","Mid_Career_50th_Percentile_Salary",73400
"Cleveland State University","State","Mid_Career_50th_Percentile_Salary",73100
"Florida State University (FSU)","State","Mid_Career_50th_Percentile_Salary",73000
"University of Alaska, Anchorage","State","Mid_Career_50th_Percentile_Salary",72600
"Fitchburg State College","State","Mid_Career_50th_Percentile_Salary",72600
"University of Nebraska at Omaha","State","Mid_Career_50th_Percentile_Salary",72600
"Southern Illinois University Carbondale","State","Mid_Career_50th_Percentile_Salary",72500
"University of Texas at El Paso (UTEP)","State","Mid_Career_50th_Percentile_Salary",72100
"California State University, Dominguez Hills (CSUDH)","State","Mid_Career_50th_Percentile_Salary",72100
"University Of Maine","State","Mid_Career_50th_Percentile_Salary",72100
"Eastern Michigan University","State","Mid_Career_50th_Percentile_Salary",72100
"Bowling Green State University","State","Mid_Career_50th_Percentile_Salary",72100
"University of Montana","State","Mid_Career_50th_Percentile_Salary",71900
"University of Central Florida (UCF)","State","Mid_Career_50th_Percentile_Salary",71700
"University of South Carolina","State","Mid_Career_50th_Percentile_Salary",71700
"University of Nevada, Las Vegas (UNLV)","State","Mid_Career_50th_Percentile_Salary",71600
"St. Cloud State University","State","Mid_Career_50th_Percentile_Salary",71400
"University of Wisconsin (UW) - Parkside","State","Mid_Career_50th_Percentile_Salary",71400
"California State University (CSU), Stanislaus","State","Mid_Career_50th_Percentile_Salary",71400
"Humboldt State University","State","Mid_Career_50th_Percentile_Salary",71300
"Florida Atlantic University (FAU)","State","Mid_Career_50th_Percentile_Salary",71100
"University of South Florida (USF)","State","Mid_Career_50th_Percentile_Salary",71100
"Portland State University (PSU)","State","Mid_Career_50th_Percentile_Salary",70900
"Eastern Washington University","State","Mid_Career_50th_Percentile_Salary",70900
"University of Texas at San Antonio (UTSA)","State","Mid_Career_50th_Percentile_Salary",70700
"University of Akron","State","Mid_Career_50th_Percentile_Salary",70300
"State University of New York (SUNY) at Potsdam","State","Mid_Career_50th_Percentile_Salary",70300
"University of Alabama at Birmingham (UAB)","State","Mid_Career_50th_Percentile_Salary",70100
"University of Memphis (U of M)","State","Mid_Career_50th_Percentile_Salary",69700
"Boise State University (BSU)","State","Mid_Career_50th_Percentile_Salary",69500
"Missouri State University (MSU)","State","Mid_Career_50th_Percentile_Salary",69500
"University of Wisconsin (UW) - La Crosse","State","Mid_Career_50th_Percentile_Salary",69300
"Appalachian State University","State","Mid_Career_50th_Percentile_Salary",69100
"Virginia Commonwealth University (VCU)","State","Mid_Career_50th_Percentile_Salary",68400
"University of Wisconsin (UW) - Stout","State","Mid_Career_50th_Percentile_Salary",68300
"East Carolina University (ECU)","State","Mid_Career_50th_Percentile_Salary",67500
"Utah Valley State College","State","Mid_Career_50th_Percentile_Salary",67100
"University of Missouri - St. Louis (UMSL)","State","Mid_Career_50th_Percentile_Salary",67100
"Western Carolina University","State","Mid_Career_50th_Percentile_Salary",66600
"University of Wisconsin (UW) - Oshkosh","State","Mid_Career_50th_Percentile_Salary",66400
"State University of New York (SUNY) at Fredonia","State","Mid_Career_50th_Percentile_Salary",66200
"University of Missouri - Kansas City (UMKC)","State","Mid_Career_50th_Percentile_Salary",65800
"University of Wisconsin (UW) - Eau Claire","State","Mid_Career_50th_Percentile_Salary",64800
"Ball State University (BSU)","State","Mid_Career_50th_Percentile_Salary",64500
"University of North Carolina at Wilmington (UNCW)","State","Mid_Career_50th_Percentile_Salary",64400
"University of Wisconsin (UW) - Stevens Point","State","Mid_Career_50th_Percentile_Salary",64000
"University of Southern Maine","State","Mid_Career_50th_Percentile_Salary",63600
"Arkansas State University (ASU)","State","Mid_Career_50th_Percentile_Salary",63300
"Kent State University","State","Mid_Career_50th_Percentile_Salary",62600
"Tarleton State University (TSU)","State","Mid_Career_50th_Percentile_Salary",62400
"University of Wisconsin (UW) - Green Bay","State","Mid_Career_50th_Percentile_Salary",60600
"Morehead State University","State","Mid_Career_50th_Percentile_Salary",60600
"Austin Peay State University","State","Mid_Career_50th_Percentile_Salary",59200
"Pittsburg State University","State","Mid_Career_50th_Percentile_Salary",58200
"Southern Utah University","State","Mid_Career_50th_Percentile_Salary",56500
"Montana State University - Billings","State","Mid_Career_50th_Percentile_Salary",50600
"Black Hills State University","State","Mid_Career_50th_Percentile_Salary",43900
"Massachusetts Institute of Technology (MIT)","Engineering","Mid_Career_75th_Percentile_Salary",168000
"California Institute of Technology (CIT)","Engineering","Mid_Career_75th_Percentile_Salary",161000
"Harvey Mudd College","Engineering","Mid_Career_75th_Percentile_Salary",180000
"Polytechnic University of New York, Brooklyn","Engineering","Mid_Career_75th_Percentile_Salary",143000
"Cooper Union","Engineering","Mid_Career_75th_Percentile_Salary",142000
"Worcester Polytechnic Institute (WPI)","Engineering","Mid_Career_75th_Percentile_Salary",137000
"Carnegie Mellon University (CMU)","Engineering","Mid_Career_75th_Percentile_Salary",150000
"Rensselaer Polytechnic Institute (RPI)","Engineering","Mid_Career_75th_Percentile_Salary",140000
"Georgia Institute of Technology","Engineering","Mid_Career_75th_Percentile_Salary",137000
"Colorado School of Mines","Engineering","Mid_Career_75th_Percentile_Salary",142000
"Stevens Institute of Technology","Engineering","Mid_Career_75th_Percentile_Salary",138000
"Illinois Institute of Technology (IIT)","Engineering","Mid_Career_75th_Percentile_Salary",121000
"Wentworth Institute of Technology","Engineering","Mid_Career_75th_Percentile_Salary",117000
"Virginia Polytechnic Institute and State University (Virginia Tech)","Engineering","Mid_Career_75th_Percentile_Salary",124000
"South Dakota School of Mines & Technology","Engineering","Mid_Career_75th_Percentile_Salary",122000
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Engineering","Mid_Career_75th_Percentile_Salary",123000
"Rochester Institute of Technology (RIT)","Engineering","Mid_Career_75th_Percentile_Salary",112000
"Embry-Riddle Aeronautical University (ERAU)","Engineering","Mid_Career_75th_Percentile_Salary",106000
"Tennessee Technological University","Engineering","Mid_Career_75th_Percentile_Salary",99500
"University of Illinois at Urbana-Champaign (UIUC)","Party","Mid_Career_75th_Percentile_Salary",132000
"University of Maryland, College Park","Party","Mid_Career_75th_Percentile_Salary",126000
"University of California, Santa Barbara (UCSB)","Party","Mid_Career_75th_Percentile_Salary",129000
"University of Texas (UT) - Austin","Party","Mid_Career_75th_Percentile_Salary",129000
"State University of New York (SUNY) at Albany","Party","Mid_Career_75th_Percentile_Salary",135000
"University of Florida (UF)","Party","Mid_Career_75th_Percentile_Salary",120000
"Louisiana State University (LSU)","Party","Mid_Career_75th_Percentile_Salary",120000
"University of Georgia (UGA)","Party","Mid_Career_75th_Percentile_Salary",118000
"Pennsylvania State University (PSU)","Party","Mid_Career_75th_Percentile_Salary",117000
"Arizona State University (ASU)","Party","Mid_Career_75th_Percentile_Salary",114000
"Indiana University (IU), Bloomington","Party","Mid_Career_75th_Percentile_Salary",119000
"University of Iowa (UI)","Party","Mid_Career_75th_Percentile_Salary",116000
"Randolph-Macon College","Party","Mid_Career_75th_Percentile_Salary",123000
"University of Alabama, Tuscaloosa","Party","Mid_Career_75th_Percentile_Salary",117000
"University of Mississippi","Party","Mid_Career_75th_Percentile_Salary",108000
"University of New Hampshire (UNH)","Party","Mid_Career_75th_Percentile_Salary",114000
"West Virginia University (WVU)","Party","Mid_Career_75th_Percentile_Salary",106000
"University of Tennessee","Party","Mid_Career_75th_Percentile_Salary",106000
"Ohio University","Party","Mid_Career_75th_Percentile_Salary",106000
"Florida State University (FSU)","Party","Mid_Career_75th_Percentile_Salary",107000
"Bucknell University","Liberal Arts","Mid_Career_75th_Percentile_Salary",156000
"Colgate University","Liberal Arts","Mid_Career_75th_Percentile_Salary",167000
"Amherst College","Liberal Arts","Mid_Career_75th_Percentile_Salary",162000
"Lafayette College","Liberal Arts","Mid_Career_75th_Percentile_Salary",144000
"Bowdoin College","Liberal Arts","Mid_Career_75th_Percentile_Salary",146000
"College of the Holy Cross","Liberal Arts","Mid_Career_75th_Percentile_Salary",143000
"Occidental College","Liberal Arts","Mid_Career_75th_Percentile_Salary",157000
"Washington and Lee University","Liberal Arts","Mid_Career_75th_Percentile_Salary",146000
"Swarthmore College","Liberal Arts","Mid_Career_75th_Percentile_Salary",167000
"Davidson College","Liberal Arts","Mid_Career_75th_Percentile_Salary",146000
"Carleton College","Liberal Arts","Mid_Career_75th_Percentile_Salary",141000
"Williams College","Liberal Arts","Mid_Career_75th_Percentile_Salary",143000
"Pomona College","Liberal Arts","Mid_Career_75th_Percentile_Salary",161000
"Wesleyan University (Middletown, Connecticut)","Liberal Arts","Mid_Career_75th_Percentile_Salary",126000
"Bates College","Liberal Arts","Mid_Career_75th_Percentile_Salary",162000
"Union College","Liberal Arts","Mid_Career_75th_Percentile_Salary",135000
"University of Richmond","Liberal Arts","Mid_Career_75th_Percentile_Salary",151000
"Vassar College","Liberal Arts","Mid_Career_75th_Percentile_Salary",123000
"Middlebury College","Liberal Arts","Mid_Career_75th_Percentile_Salary",129000
"Mount Holyoke College","Liberal Arts","Mid_Career_75th_Percentile_Salary",131000
"Franklin and Marshall College","Liberal Arts","Mid_Career_75th_Percentile_Salary",185000
"DePauw University","Liberal Arts","Mid_Career_75th_Percentile_Salary",133000
"St. Olaf College","Liberal Arts","Mid_Career_75th_Percentile_Salary",120000
"Colby College","Liberal Arts","Mid_Career_75th_Percentile_Salary",129000
"Gettysburg College","Liberal Arts","Mid_Career_75th_Percentile_Salary",132000
"Siena College","Liberal Arts","Mid_Career_75th_Percentile_Salary",129000
"Smith College","Liberal Arts","Mid_Career_75th_Percentile_Salary",129000
"Hamilton College","Liberal Arts","Mid_Career_75th_Percentile_Salary",123000
"Randolph-Macon College","Liberal Arts","Mid_Career_75th_Percentile_Salary",123000
"Wellesley College","Liberal Arts","Mid_Career_75th_Percentile_Salary",125000
"Denison University","Liberal Arts","Mid_Career_75th_Percentile_Salary",122000
"Oberlin College","Liberal Arts","Mid_Career_75th_Percentile_Salary",128000
"University of Puget Sound","Liberal Arts","Mid_Career_75th_Percentile_Salary",104000
"Colorado College (CC)","Liberal Arts","Mid_Career_75th_Percentile_Salary",148000
"Reed College","Liberal Arts","Mid_Career_75th_Percentile_Salary",101000
"Gustavus Adolphus College","Liberal Arts","Mid_Career_75th_Percentile_Salary",101000
"Whitman College","Liberal Arts","Mid_Career_75th_Percentile_Salary",111000
"Ursinus College","Liberal Arts","Mid_Career_75th_Percentile_Salary",100000
"Juniata College","Liberal Arts","Mid_Career_75th_Percentile_Salary",110000
"Wittenberg University","Liberal Arts","Mid_Career_75th_Percentile_Salary",131000
"Grinnell College","Liberal Arts","Mid_Career_75th_Percentile_Salary",116000
"Skidmore College","Liberal Arts","Mid_Career_75th_Percentile_Salary",147000
"Moravian College","Liberal Arts","Mid_Career_75th_Percentile_Salary",94900
"Lewis & Clark College","Liberal Arts","Mid_Career_75th_Percentile_Salary",104000
"Fort Lewis College","Liberal Arts","Mid_Career_75th_Percentile_Salary",94000
"Thomas Aquinas College","Liberal Arts","Mid_Career_75th_Percentile_Salary",93100
"Evergreen State College","Liberal Arts","Mid_Career_75th_Percentile_Salary",91600
"Dartmouth College","Ivy League","Mid_Career_75th_Percentile_Salary",234000
"Princeton University","Ivy League","Mid_Career_75th_Percentile_Salary",190000
"Yale University","Ivy League","Mid_Career_75th_Percentile_Salary",198000
"Harvard University","Ivy League","Mid_Career_75th_Percentile_Salary",179000
"University of Pennsylvania","Ivy League","Mid_Career_75th_Percentile_Salary",192000
"Cornell University","Ivy League","Mid_Career_75th_Percentile_Salary",160000
"Brown University","Ivy League","Mid_Career_75th_Percentile_Salary",159000
"Columbia University","Ivy League","Mid_Career_75th_Percentile_Salary",161000
"University of California, Berkeley","State","Mid_Career_75th_Percentile_Salary",149000
"University of Virginia (UVA)","State","Mid_Career_75th_Percentile_Salary",146000
"Cal Poly San Luis Obispo","State","Mid_Career_75th_Percentile_Salary",133000
"University of California at Los Angeles (UCLA)","State","Mid_Career_75th_Percentile_Salary",139000
"University of California, San Diego (UCSD)","State","Mid_Career_75th_Percentile_Salary",131000
"University of California, Davis","State","Mid_Career_75th_Percentile_Salary",135000
"University of Colorado - Boulder (UCB)","State","Mid_Career_75th_Percentile_Salary",128000
"University of California, Irvine (UCI)","State","Mid_Career_75th_Percentile_Salary",123000
"University of Illinois at Urbana-Champaign (UIUC)","State","Mid_Career_75th_Percentile_Salary",132000
"Texas A&M University","State","Mid_Career_75th_Percentile_Salary",131000
"Binghamton University","State","Mid_Career_75th_Percentile_Salary",146000
"University of Missouri - Rolla (UMR)","State","Mid_Career_75th_Percentile_Salary",122000
"San Jose State University (SJSU)","State","Mid_Career_75th_Percentile_Salary",122000
"University of Maryland, College Park","State","Mid_Career_75th_Percentile_Salary",126000
"University of California, Santa Barbara (UCSB)","State","Mid_Career_75th_Percentile_Salary",129000
"University of Texas (UT) - Austin","State","Mid_Career_75th_Percentile_Salary",129000
"University of Michigan","State","Mid_Career_75th_Percentile_Salary",128000
"Stony Brook University","State","Mid_Career_75th_Percentile_Salary",129000
"State University of New York (SUNY) at Albany","State","Mid_Career_75th_Percentile_Salary",135000
"Rutgers University","State","Mid_Career_75th_Percentile_Salary",128000
"Purdue University","State","Mid_Career_75th_Percentile_Salary",121000
"University of Connecticut (UConn)","State","Mid_Career_75th_Percentile_Salary",120000
"University of Massachusetts (UMass) - Amherst","State","Mid_Career_75th_Percentile_Salary",122000
"California State University (CSU), Chico","State","Mid_Career_75th_Percentile_Salary",122000
"University of Florida (UF)","State","Mid_Career_75th_Percentile_Salary",120000
"University of Wisconsin (UW) - Madison","State","Mid_Career_75th_Percentile_Salary",118000
"Louisiana State University (LSU)","State","Mid_Career_75th_Percentile_Salary",120000
"California State University, Fullerton (CSUF)","State","Mid_Career_75th_Percentile_Salary",119000
"George Mason University","State","Mid_Career_75th_Percentile_Salary",114000
"University of Massachusetts (UMass) - Lowell","State","Mid_Career_75th_Percentile_Salary",113000
"San Francisco State University (SFSU)","State","Mid_Career_75th_Percentile_Salary",114000
"University of Arizona","State","Mid_Career_75th_Percentile_Salary",117000
"Clemson University","State","Mid_Career_75th_Percentile_Salary",111000
"University of Georgia (UGA)","State","Mid_Career_75th_Percentile_Salary",118000
"Pennsylvania State University (PSU)","State","Mid_Career_75th_Percentile_Salary",117000
"University of Washington (UW)","State","Mid_Career_75th_Percentile_Salary",115000
"Michigan State University (MSU)","State","Mid_Career_75th_Percentile_Salary",119000
"University of Rhode Island (URI)","State","Mid_Career_75th_Percentile_Salary",112000
"San Diego State University (SDSU)","State","Mid_Career_75th_Percentile_Salary",116000
"Auburn University","State","Mid_Career_75th_Percentile_Salary",109000
"Washington State University (WSU)","State","Mid_Career_75th_Percentile_Salary",113000
"California State University, Long Beach (CSULB)","State","Mid_Career_75th_Percentile_Salary",113000
"Iowa State University","State","Mid_Career_75th_Percentile_Salary",109000
"University of Delaware","State","Mid_Career_75th_Percentile_Salary",119000
"University of Colorado - Denver","State","Mid_Career_75th_Percentile_Salary",105000
"California State University, East Bay (CSUEB)","State","Mid_Career_75th_Percentile_Salary",115000
"State University of New York (SUNY) at Farmingdale","State","Mid_Career_75th_Percentile_Salary",110000
"University of Minnesota","State","Mid_Career_75th_Percentile_Salary",112000
"Arizona State University (ASU)","State","Mid_Career_75th_Percentile_Salary",114000
"University of California, Santa Cruz (UCSC)","State","Mid_Career_75th_Percentile_Salary",121000
"Indiana University (IU), Bloomington","State","Mid_Career_75th_Percentile_Salary",119000
"University of Iowa (UI)","State","Mid_Career_75th_Percentile_Salary",116000
"Ohio State University (OSU)","State","Mid_Career_75th_Percentile_Salary",116000
"North Carolina State University (NCSU)","State","Mid_Career_75th_Percentile_Salary",112000
"Oregon State University (OSU)","State","Mid_Career_75th_Percentile_Salary",113000
"University of Utah","State","Mid_Career_75th_Percentile_Salary",116000
"University of Nevada, Reno (UNR)","State","Mid_Career_75th_Percentile_Salary",113000
"University of Oklahoma","State","Mid_Career_75th_Percentile_Salary",114000
"University of Arkansas","State","Mid_Career_75th_Percentile_Salary",113000
"University of Vermont (UVM)","State","Mid_Career_75th_Percentile_Salary",122000
"University of Alabama at Huntsville (UAH)","State","Mid_Career_75th_Percentile_Salary",106000
"California State University, Sacramento (CSUS)","State","Mid_Career_75th_Percentile_Salary",111000
"University of Idaho","State","Mid_Career_75th_Percentile_Salary",104000
"University of Illinois at Chicago","State","Mid_Career_75th_Percentile_Salary",110000
"State University of New York (SUNY) at Buffalo","State","Mid_Career_75th_Percentile_Salary",110000
"University of Kansas","State","Mid_Career_75th_Percentile_Salary",115000
"University of New Mexico (UNM)","State","Mid_Career_75th_Percentile_Salary",105000
"University of North Carolina at Chapel Hill (UNCH)","State","Mid_Career_75th_Percentile_Salary",117000
"University of Alabama, Tuscaloosa","State","Mid_Career_75th_Percentile_Salary",117000
"University of California, Riverside (UCR)","State","Mid_Career_75th_Percentile_Salary",109000
"State University of New York (SUNY) at Geneseo","State","Mid_Career_75th_Percentile_Salary",117000
"University of Missouri - Columbia","State","Mid_Career_75th_Percentile_Salary",111000
"University of Nebraska","State","Mid_Career_75th_Percentile_Salary",113000
"University of Texas at Arlington (UTA)","State","Mid_Career_75th_Percentile_Salary",106000
"Northern Illinois University (NIU)","State","Mid_Career_75th_Percentile_Salary",111000
"Oklahoma State University","State","Mid_Career_75th_Percentile_Salary",114000
"University of North Dakota","State","Mid_Career_75th_Percentile_Salary",111000
"California State University, Northridge (CSUN)","State","Mid_Career_75th_Percentile_Salary",108000
"University of Houston (UH)","State","Mid_Career_75th_Percentile_Salary",106000
"University of Mississippi","State","Mid_Career_75th_Percentile_Salary",108000
"New Mexico State University","State","Mid_Career_75th_Percentile_Salary",102000
"Lamar University","State","Mid_Career_75th_Percentile_Salary",114000
"Mississippi State University (MSU)","State","Mid_Career_75th_Percentile_Salary",108000
"Colorado State University (CSU)","State","Mid_Career_75th_Percentile_Salary",112000
"Kansas State University (KSU)","State","Mid_Career_75th_Percentile_Salary",106000
"University of Wyoming (UW)","State","Mid_Career_75th_Percentile_Salary",105000
"Utah State University","State","Mid_Career_75th_Percentile_Salary",101000
"University of Wisconsin (UW) - Platteville","State","Mid_Career_75th_Percentile_Salary",100000
"University of Oregon","State","Mid_Career_75th_Percentile_Salary",117000
"University of Kentucky (UK)","State","Mid_Career_75th_Percentile_Salary",107000
"University of New Hampshire (UNH)","State","Mid_Career_75th_Percentile_Salary",114000
"University of Massachusetts (UMass) - Boston","State","Mid_Career_75th_Percentile_Salary",109000
"West Virginia University (WVU)","State","Mid_Career_75th_Percentile_Salary",106000
"University of Maryland Baltimore County (UMBC)","State","Mid_Career_75th_Percentile_Salary",105000
"North Dakota State University (NDSU)","State","Mid_Career_75th_Percentile_Salary",100000
"State University of New York (SUNY) at Oswego","State","Mid_Career_75th_Percentile_Salary",115000
"University of Massachusetts (UMass) - Dartmouth","State","Mid_Career_75th_Percentile_Salary",107000
"Montana State University - Bozeman","State","Mid_Career_75th_Percentile_Salary",111000
"State University of New York (SUNY) at Oneonta","State","Mid_Career_75th_Percentile_Salary",97700
"University of Louisiana (UL) at Lafayette","State","Mid_Career_75th_Percentile_Salary",107000
"State University of New York (SUNY) at Plattsburgh","State","Mid_Career_75th_Percentile_Salary",105000
"Wayne State University","State","Mid_Career_75th_Percentile_Salary",101000
"University of Hawaii","State","Mid_Career_75th_Percentile_Salary",104000
"University of Toledo","State","Mid_Career_75th_Percentile_Salary",100000
"Florida International University (FIU)","State","Mid_Career_75th_Percentile_Salary",98200
"University of Wisconsin (UW) - Whitewater","State","Mid_Career_75th_Percentile_Salary",99300
"Western Washington University","State","Mid_Career_75th_Percentile_Salary",99200
"Minnesota State University - Mankato","State","Mid_Career_75th_Percentile_Salary",95700
"University of Tennessee","State","Mid_Career_75th_Percentile_Salary",106000
"University of Wisconsin (UW) - Milwaukee","State","Mid_Career_75th_Percentile_Salary",93700
